recommends,specials_url,title,url,region,coord,phone,board,address,img_url
"[{'dish': u'http://www.dianping.com/shop/4686616/dish-%E6%96%B0%E6%B4%BE%E8%99%BE%E5%B0%BE', 'name': u'\u65b0\u6d3e\u867e\u5c3e'}, {'dish': u'http://www.dianping.com/shop/4686616/dish-%E4%B8%89%E8%89%B2%E5%9B%9E%E5%A4%B4%E9%B1%BC', 'name': u'\u4e09\u8272\u56de\u5934\u9c7c'}, {'dish': u'http://www.dianping.com/shop/4686616/dish-%E6%B4%9E%E5%BA%AD%E5%B0%8F%E9%BE%99%E8%99%BE', 'name': u'\u6d1e\u5ead\u5c0f\u9f99\u867e'}, {'dish': u'http://www.dianping.com/shop/4686616/dish-%E4%B8%89%E8%89%B2%E5%9B%9E%E5%A4%B4%E9%B1%BC', 'name': u'\u4e09\u8272\u56de\u5934\u9c7c'}, {'dish': u'http://www.dianping.com/shop/4686616/dish-%E4%BA%95%E6%B0%B4%E8%B1%86%E8%85%90', 'name': u'\u4e95\u6c34\u8c46\u8150'}, {'dish': u'http://www.dianping.com/shop/4686616/dish-%E4%B8%89%E8%89%B2%E5%9B%9E%E5%A4%B4%E9%B1%BC', 'name': u'\u4e09\u8272\u56de\u5934\u9c7c'}, {'dish': u'http://www.dianping.com/shop/4686616/dish-%E4%BA%95%E6%B0%B4%E8%B1%86%E8%85%90', 'name': u'\u4e95\u6c34\u8c46\u8150'}, {'dish': u'http://www.dianping.com/shop/4686616/dish-%E7%84%96%E9%94%85%E6%A1%91%E6%8B%BF%E8%99%BE', 'name': u'\u7116\u9505\u6851\u62ff\u867e'}, {'dish': u'http://www.dianping.com/shop/4686616/dish-%E5%B0%8F%E7%82%92%E9%BB%84%E7%89%9B%E8%82%89', 'name': u'\u5c0f\u7092\u9ec4\u725b\u8089'}, {'dish': u'http://www.dianping.com/shop/4686616/dish-%E4%B8%89%E8%89%B2%E5%9B%9E%E5%A4%B4%E9%B1%BC', 'name': u'\u4e09\u8272\u56de\u5934\u9c7c'}]",,井水·巴陵湖鲜楼,http://www.dianping.com/shop/4686616,岳阳楼区,"113.0951896,29.37476946",0730-8819999,"{'url': u'http://www.dianping.com/mylist/2203330', 'intro': u'\u5728\u5cb3\u9633\uff0c\u5404\u5f0f\u5404\u6837\u7684\u9910\u5385\u591a\u5982\u725b\u6bdb\uff0c\u90a3\u4e48\u54ea\u4e9b\u9910\u5385\u4eba\u6c14\u6700\u65fa\uff1f\u53bb\u8fd9\u4e9b\u9910\u5385\u5fc5\u70b9\u7684\u62db\u724c\u83dc\u53c8\u662f...', 'title': u'\u98df\u795e\u6765\u4e86 \u6bcf\u5468\u5cb3\u9633\u4eba\u6c14\u62db\u724c\u83dc'}",巴陵西路(岳阳楼对面),http://i3.s1.dpfile.com/pc/d0cc7c4fffa648118961b8499e9bf724(335c221)/thumb.jpg
,,卤粉大王,http://www.dianping.com/shop/9770207,岳阳楼区,"113.128492000342,29.3732350000051",0730-8281958,"{'url': u'http://www.dianping.com/mylist/2795189', 'intro': u'\u708e\u708e\u590f\u65e5\uff0c\u6765\u4e00\u7897\u5364\u7c89\u7684\u65e9\u6668\u4f1a\u66f4\u52a0\u6709\u80fd\u91cf\u5662~\u6dcb\u4e0a\u9999\u918b\u6216\u662f\u8fa3\u6912\u6cb9\u7b49\u8c03\u5473\u540e\uff0c\u53e3\u611f\u66f4\u4e30\u5bcc...', 'title': u'\u3010\u5cb3\u9633\u3011\u8fd9\u4e2a\u590f\u5929\u4e0d\u80fd\u653e\u8fc7\u7684\u4eba\u6c14\u5364\u7c89\u5e97'}",站前路(图书城),http://i2.s2.dpfile.com/pc/c70baf3ef3e631257bdbaec77ff5eb5f(335c221)/thumb.jpg
,javascript:;,卤粉,http://www.dianping.com/shop/23607941,岳阳楼区,"113.10143,29.3644",,"{'url': u'http://www.dianping.com/mylist/2795189', 'intro': u'\u708e\u708e\u590f\u65e5\uff0c\u6765\u4e00\u7897\u5364\u7c89\u7684\u65e9\u6668\u4f1a\u66f4\u52a0\u6709\u80fd\u91cf\u5662~\u6dcb\u4e0a\u9999\u918b\u6216\u662f\u8fa3\u6912\u6cb9\u7b49\u8c03\u5473\u540e\uff0c\u53e3\u611f\u66f4\u4e30\u5bcc...', 'title': u'\u3010\u5cb3\u9633\u3011\u8fd9\u4e2a\u590f\u5929\u4e0d\u80fd\u653e\u8fc7\u7684\u4eba\u6c14\u5364\u7c89\u5e97'}",云梦路,http://i3.s2.dpfile.com/pc/8519bf95fc1a99bf167c79cc95d6cdd5(335c221)/thumb.jpg
,,曾记桂林卤粉,http://www.dianping.com/shop/9729193,岳阳楼区,"113.123959000342,29.3675810000051",,"{'url': u'http://www.dianping.com/mylist/2795189', 'intro': u'\u708e\u708e\u590f\u65e5\uff0c\u6765\u4e00\u7897\u5364\u7c89\u7684\u65e9\u6668\u4f1a\u66f4\u52a0\u6709\u80fd\u91cf\u5662~\u6dcb\u4e0a\u9999\u918b\u6216\u662f\u8fa3\u6912\u6cb9\u7b49\u8c03\u5473\u540e\uff0c\u53e3\u611f\u66f4\u4e30\u5bcc...', 'title': u'\u3010\u5cb3\u9633\u3011\u8fd9\u4e2a\u590f\u5929\u4e0d\u80fd\u653e\u8fc7\u7684\u4eba\u6c14\u5364\u7c89\u5e97'}",花板桥路10号,http://i2.s1.dpfile.com/pc/251c0bec6a54602468925b737e6abba5(335c221)/thumb.jpg
,javascript:;,桂林卤粉,http://www.dianping.com/shop/21658484,岳阳楼区,"113.10422,29.36955",18075723001,"{'url': u'http://www.dianping.com/mylist/2795189', 'intro': u'\u708e\u708e\u590f\u65e5\uff0c\u6765\u4e00\u7897\u5364\u7c89\u7684\u65e9\u6668\u4f1a\u66f4\u52a0\u6709\u80fd\u91cf\u5662~\u6dcb\u4e0a\u9999\u918b\u6216\u662f\u8fa3\u6912\u6cb9\u7b49\u8c03\u5473\u540e\uff0c\u53e3\u611f\u66f4\u4e30\u5bcc...', 'title': u'\u3010\u5cb3\u9633\u3011\u8fd9\u4e2a\u590f\u5929\u4e0d\u80fd\u653e\u8fc7\u7684\u4eba\u6c14\u5364\u7c89\u5e97'}",步行街台君临新世界楼下台湾美食城内,http://i2.s1.dpfile.com/pc/2b71a0c1224c1f5a1240aff9a475b79a(335c221)/thumb.jpg
,,牛肉桂林卤粉店,http://www.dianping.com/shop/20731349,岳阳楼区,"113.0996,29.37443",,"{'url': u'http://www.dianping.com/mylist/2795189', 'intro': u'\u708e\u708e\u590f\u65e5\uff0c\u6765\u4e00\u7897\u5364\u7c89\u7684\u65e9\u6668\u4f1a\u66f4\u52a0\u6709\u80fd\u91cf\u5662~\u6dcb\u4e0a\u9999\u918b\u6216\u662f\u8fa3\u6912\u6cb9\u7b49\u8c03\u5473\u540e\uff0c\u53e3\u611f\u66f4\u4e30\u5bcc...', 'title': u'\u3010\u5cb3\u9633\u3011\u8fd9\u4e2a\u590f\u5929\u4e0d\u80fd\u653e\u8fc7\u7684\u4eba\u6c14\u5364\u7c89\u5e97'}",桥西菜园坡路13号,http://i3.s2.dpfile.com/pc/73b1a105ba2641c2f91eedd5a4ea2168(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/9767032/dish-%E5%8D%A4%E7%B2%89', 'name': u'\u5364\u7c89'}, {'dish': u'http://www.dianping.com/shop/9767032/dish-%E5%8D%A4%E7%B2%89', 'name': u'\u5364\u7c89'}]",,不见不散桂林卤粉,http://www.dianping.com/shop/9767032,岳阳县其他,"113.114011999539,29.1429069999701",,"{'url': u'http://www.dianping.com/mylist/2795189', 'intro': u'\u708e\u708e\u590f\u65e5\uff0c\u6765\u4e00\u7897\u5364\u7c89\u7684\u65e9\u6668\u4f1a\u66f4\u52a0\u6709\u80fd\u91cf\u5662~\u6dcb\u4e0a\u9999\u918b\u6216\u662f\u8fa3\u6912\u6cb9\u7b49\u8c03\u5473\u540e\uff0c\u53e3\u611f\u66f4\u4e30\u5bcc...', 'title': u'\u3010\u5cb3\u9633\u3011\u8fd9\u4e2a\u590f\u5929\u4e0d\u80fd\u653e\u8fc7\u7684\u4eba\u6c14\u5364\u7c89\u5e97'}",东方路66,http://i1.s1.dpfile.com/pc/f87fce5c5bb6be7231fafb24b186ca00(335c221)/thumb.jpg
,,甲天下卤粉,http://www.dianping.com/shop/9726578,鹿角镇,"113.112088999539,29.1422219999701",0730-7623745,"{'url': u'http://www.dianping.com/mylist/2795189', 'intro': u'\u708e\u708e\u590f\u65e5\uff0c\u6765\u4e00\u7897\u5364\u7c89\u7684\u65e9\u6668\u4f1a\u66f4\u52a0\u6709\u80fd\u91cf\u5662~\u6dcb\u4e0a\u9999\u918b\u6216\u662f\u8fa3\u6912\u6cb9\u7b49\u8c03\u5473\u540e\uff0c\u53e3\u611f\u66f4\u4e30\u5bcc...', 'title': u'\u3010\u5cb3\u9633\u3011\u8fd9\u4e2a\u590f\u5929\u4e0d\u80fd\u653e\u8fc7\u7684\u4eba\u6c14\u5364\u7c89\u5e97'}",东方路72号,http://i1.s2.dpfile.com/pc/50c73f4e8af72bf55075eeb9bca05b9e(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/24499195/dish-%E9%93%81%E6%9D%BF%E9%B1%BF%E9%B1%BC%E9%A1%BB', 'name': u'\u94c1\u677f\u9c7f\u9c7c\u987b'}, {'dish': u'http://www.dianping.com/shop/24499195/dish-%E8%97%95%E4%B8%81', 'name': u'\u85d5\u4e01'}, {'dish': u'http://www.dianping.com/shop/24499195/dish-%E9%9D%92%E6%A4%92%E7%A2%8E%E9%B1%BC%E5%A4%B4', 'name': u'\u9752\u6912\u788e\u9c7c\u5934'}, {'dish': u'http://www.dianping.com/shop/24499195/dish-%E9%93%81%E6%9D%BF%E9%B1%BF%E9%B1%BC%E9%A0%88', 'name': u'\u94c1\u677f\u9c7f\u9c7c\u9808'}, {'dish': u'http://www.dianping.com/shop/24499195/dish-%E5%A7%9C%E8%BE%A3%E5%87%A4%E7%88%AA', 'name': u'\u59dc\u8fa3\u51e4\u722a'}, {'dish': u'http://www.dianping.com/shop/24499195/dish-%E9%9D%92%E6%A4%92%E7%A2%8E%E5%A4%B4%E9%B1%BC', 'name': u'\u9752\u6912\u788e\u5934\u9c7c'}, {'dish': u'http://www.dianping.com/shop/24499195/dish-%E5%8F%A3%E5%91%B3%E8%99%BE%E5%B0%BE', 'name': u'\u53e3\u5473\u867e\u5c3e'}]",javascript:;,元记私房菜,http://www.dianping.com/shop/24499195,岳阳楼区,"113.10899,29.374673",18390009529,"{'url': u'http://www.dianping.com/mylist/2877657', 'intro': u'&ldquo;\u79c1\u623f\u83dc&rdquo;\uff0c\u662f\u65e0\u724c\u7167\u3001\u65e0\u8dd1\u5802\u3001\u65e0\u56fa\u5b9a\u83dc\u5355\uff0c\u60df\u72ec\u53a8\u5e08\u6709\u624b\u827a\u7684\u5c0f\u672c\u9910\u996e&ldq...', 'title': u'\u5bfb\u89c5\u5cb3\u9633\u597d\u5403\u53c8\u7f8e\u5473\u7684\u79c1\u623f\u83dc\u9986'}",北辅道花生茂对面(花生茂),http://i2.s1.dpfile.com/pc/73308c01617c2355671d3a80c2bdfb09(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/5328753/dish-%E5%8D%A4%E6%B0%B4%E6%8B%BC%E7%9B%98', 'name': u'\u5364\u6c34\u62fc\u76d8'}, {'dish': u'http://www.dianping.com/shop/5328753/dish-%E5%A7%9C%E8%BE%A3%E8%9B%87', 'name': u'\u59dc\u8fa3\u86c7'}, {'dish': u'http://www.dianping.com/shop/5328753/dish-%E5%A7%9C%E8%BE%A3%E8%9B%87', 'name': u'\u59dc\u8fa3\u86c7'}, {'dish': u'http://www.dianping.com/shop/5328753/dish-%E5%A7%9C%E8%BE%A3%E5%87%A4%E7%88%AA', 'name': u'\u59dc\u8fa3\u51e4\u722a'}, {'dish': u'http://www.dianping.com/shop/5328753/dish-%E5%A7%9C%E8%BE%A3%E8%9B%87', 'name': u'\u59dc\u8fa3\u86c7'}, {'dish': u'http://www.dianping.com/shop/5328753/dish-%E6%B8%85%E7%82%92%E5%B1%B1%E8%8D%AF', 'name': u'\u6e05\u7092\u5c71\u836f'}, {'dish': u'http://www.dianping.com/shop/5328753/dish-%E6%B8%85%E7%82%92%E8%97%95%E5%B0%96', 'name': u'\u6e05\u7092\u85d5\u5c16'}]",javascript:;,小家庭菜馆,http://www.dianping.com/shop/5328753,岳阳楼区,"113.149500000037,29.3571299999881",0730-8617177,"{'url': u'http://www.dianping.com/mylist/2877657', 'intro': u'&ldquo;\u79c1\u623f\u83dc&rdquo;\uff0c\u662f\u65e0\u724c\u7167\u3001\u65e0\u8dd1\u5802\u3001\u65e0\u56fa\u5b9a\u83dc\u5355\uff0c\u60df\u72ec\u53a8\u5e08\u6709\u624b\u827a\u7684\u5c0f\u672c\u9910\u996e&ldq...', 'title': u'\u5bfb\u89c5\u5cb3\u9633\u597d\u5403\u53c8\u7f8e\u5473\u7684\u79c1\u623f\u83dc\u9986'}",岳阳大道金鹗路191号(华瑞丹枫假日酒店对面),http://i3.s2.dpfile.com/pc/9b5e1264c216856b24de6f029388fcc0(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/23903338/dish-%E9%A6%99%E8%BE%A3%E9%B1%BC%E7%89%87', 'name': u'\u9999\u8fa3\u9c7c\u7247'}, {'dish': u'http://www.dianping.com/shop/23903338/dish-%E7%A0%82%E9%92%B5%E7%8C%AA%E8%84%9A', 'name': u'\u7802\u94b5\u732a\u811a'}, {'dish': u'http://www.dianping.com/shop/23903338/dish-%E9%94%85%E5%B7%B4%E7%9B%96%E8%82%89', 'name': u'\u9505\u5df4\u76d6\u8089'}, {'dish': u'http://www.dianping.com/shop/23903338/dish-%E9%A6%99%E8%BE%A3%E9%B1%BC%E7%89%87', 'name': u'\u9999\u8fa3\u9c7c\u7247'}, {'dish': u'http://www.dianping.com/shop/23903338/dish-%E7%A0%82%E9%92%B5%E7%8C%AA%E8%84%9A', 'name': u'\u7802\u94b5\u732a\u811a'}, {'dish': u'http://www.dianping.com/shop/23903338/dish-%E9%94%85%E5%B7%B4%E7%9B%96%E8%82%89', 'name': u'\u9505\u5df4\u76d6\u8089'}, {'dish': u'http://www.dianping.com/shop/23903338/dish-%E9%A6%99%E8%BE%A3%E9%B1%BC%E7%89%87', 'name': u'\u9999\u8fa3\u9c7c\u7247'}, {'dish': u'http://www.dianping.com/shop/23903338/dish-%E7%A0%82%E9%92%B5%E7%8C%AA%E8%84%9A', 'name': u'\u7802\u94b5\u732a\u811a'}, {'dish': u'http://www.dianping.com/shop/23903338/dish-%E9%94%85%E5%B7%B4%E7%9B%96%E8%82%89', 'name': u'\u9505\u5df4\u76d6\u8089'}]",javascript:;,有滋有味私房菜,http://www.dianping.com/shop/23903338,岳阳楼区,"0.0,0.0",,"{'url': u'http://www.dianping.com/mylist/2877657', 'intro': u'&ldquo;\u79c1\u623f\u83dc&rdquo;\uff0c\u662f\u65e0\u724c\u7167\u3001\u65e0\u8dd1\u5802\u3001\u65e0\u56fa\u5b9a\u83dc\u5355\uff0c\u60df\u72ec\u53a8\u5e08\u6709\u624b\u827a\u7684\u5c0f\u672c\u9910\u996e&ldq...', 'title': u'\u5bfb\u89c5\u5cb3\u9633\u597d\u5403\u53c8\u7f8e\u5473\u7684\u79c1\u623f\u83dc\u9986'}",五里牌,http://i3.s2.dpfile.com/pc/95cd559e6efaa8b4150b6e04344d82da(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/9757449/dish-%E7%BE%8A%E8%82%89%E7%81%AB%E9%94%85', 'name': u'\u7f8a\u8089\u706b\u9505'}, {'dish': u'http://www.dianping.com/shop/9757449/dish-%E6%B1%A4%E7%B2%89', 'name': u'\u6c64\u7c89'}, {'dish': u'http://www.dianping.com/shop/9757449/dish-%E7%89%9B%E7%AD%8B', 'name': u'\u725b\u7b4b'}, {'dish': u'http://www.dianping.com/shop/9757449/dish-%E7%83%A4%E9%B8%A1%E7%88%AA', 'name': u'\u70e4\u9e21\u722a'}, {'dish': u'http://www.dianping.com/shop/9757449/dish-%E7%83%A4%E7%BE%8A%E6%8E%92', 'name': u'\u70e4\u7f8a\u6392'}, {'dish': u'http://www.dianping.com/shop/9757449/dish-%E7%83%A4%E9%B8%A1%E7%88%AA', 'name': u'\u70e4\u9e21\u722a'}, {'dish': u'http://www.dianping.com/shop/9757449/dish-%E7%83%A4%E8%8C%84%E5%AD%90', 'name': u'\u70e4\u8304\u5b50'}, {'dish': u'http://www.dianping.com/shop/9757449/dish-%E7%83%A4%E7%BE%8A%E6%8E%92', 'name': u'\u70e4\u7f8a\u6392'}, {'dish': u'http://www.dianping.com/shop/9757449/dish-%E7%83%A4%E9%B8%A1%E7%88%AA', 'name': u'\u70e4\u9e21\u722a'}, {'dish': u'http://www.dianping.com/shop/9757449/dish-%E7%83%A4%E8%8C%84%E5%AD%90', 'name': u'\u70e4\u8304\u5b50'}]",,玲玲特色烧烤,http://www.dianping.com/shop/9757449,岳阳楼区,"113.10370699963,29.3662280000051",,"{'url': u'http://www.dianping.com/mylist/2804225', 'intro': u'\u590f\u5929\u5c31\u662f\u5564\u9152\u53eb\u70e7\u70e4\uff0c\u8fd9\u6837\u5403\uff0c\u624d\u8fc7\u763e', 'title': u'\u5403\u8d27\u8bf7\u8fdb\uff01\u5cb3\u9633\u8d8a\u5403\u8d8a\u8fc7\u763e\u7684\u70e7\u70e4'}",青年西路176号,http://i3.s1.dpfile.com/pc/76f4541211991d788d643ae64c12c8f9(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/21032985/dish-%E7%89%9B%E6%B2%B9', 'name': u'\u725b\u6cb9'}, {'dish': u'http://www.dianping.com/shop/21032985/dish-%E7%89%9B%E8%82%89', 'name': u'\u725b\u8089'}]",,阳历烧烤,http://www.dianping.com/shop/21032985,岳阳楼区,"113.097859,29.381437",13873086279,"{'url': u'http://www.dianping.com/mylist/2804225', 'intro': u'\u590f\u5929\u5c31\u662f\u5564\u9152\u53eb\u70e7\u70e4\uff0c\u8fd9\u6837\u5403\uff0c\u624d\u8fc7\u763e', 'title': u'\u5403\u8d27\u8bf7\u8fdb\uff01\u5cb3\u9633\u8d8a\u5403\u8d8a\u8fc7\u763e\u7684\u70e7\u70e4'}",3517生活区菜市场旁,http://i3.s2.dpfile.com/pc/7ff3bd51d7668288a90e15e748340769(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/23760981/dish-%E4%B8%89%E8%89%B2%E8%8C%84%E5%AD%90', 'name': u'\u4e09\u8272\u8304\u5b50'}, {'dish': u'http://www.dianping.com/shop/23760981/dish-%E9%94%A1%E7%BA%B8%E5%B0%8F%E9%BB%84%E9%B1%BC', 'name': u'\u9521\u7eb8\u5c0f\u9ec4\u9c7c'}, {'dish': u'http://www.dianping.com/shop/23760981/dish-%E8%82%89%E5%A4%B9%E9%A6%8D', 'name': u'\u8089\u5939\u998d'}, {'dish': u'http://www.dianping.com/shop/23760981/dish-%E7%89%9B%E8%9B%99%E7%82%92%E9%B8%A1', 'name': u'\u725b\u86d9\u7092\u9e21'}, {'dish': u'http://www.dianping.com/shop/23760981/dish-%E4%B8%89%E8%89%B2%E8%8C%84%E5%AD%90', 'name': u'\u4e09\u8272\u8304\u5b50'}, {'dish': u'http://www.dianping.com/shop/23760981/dish-%E9%94%A1%E7%BA%B8%E5%B0%8F%E9%BB%84%E9%B1%BC', 'name': u'\u9521\u7eb8\u5c0f\u9ec4\u9c7c'}, {'dish': u'http://www.dianping.com/shop/23760981/dish-%E8%82%89%E5%A4%B9%E9%A6%8D', 'name': u'\u8089\u5939\u998d'}]",javascript:;,五里弯私房菜,http://www.dianping.com/shop/23760981,岳阳楼区,"113.12418,29.36788",0730-8393599,"{'url': u'http://www.dianping.com/mylist/2877657', 'intro': u'&ldquo;\u79c1\u623f\u83dc&rdquo;\uff0c\u662f\u65e0\u724c\u7167\u3001\u65e0\u8dd1\u5802\u3001\u65e0\u56fa\u5b9a\u83dc\u5355\uff0c\u60df\u72ec\u53a8\u5e08\u6709\u624b\u827a\u7684\u5c0f\u672c\u9910\u996e&ldq...', 'title': u'\u5bfb\u89c5\u5cb3\u9633\u597d\u5403\u53c8\u7f8e\u5473\u7684\u79c1\u623f\u83dc\u9986'}",五里街12号,http://i3.s2.dpfile.com/pc/ad68306cae60b87e11e836af4b5f51d8(335c221)/thumb.jpg
,javascript:;,猫仔烧烤,http://www.dianping.com/shop/19133998,岳阳楼区,"113.106745,29.363897",13607301867,"{'url': u'http://www.dianping.com/mylist/2804225', 'intro': u'\u590f\u5929\u5c31\u662f\u5564\u9152\u53eb\u70e7\u70e4\uff0c\u8fd9\u6837\u5403\uff0c\u624d\u8fc7\u763e', 'title': u'\u5403\u8d27\u8bf7\u8fdb\uff01\u5cb3\u9633\u8d8a\u5403\u8d8a\u8fc7\u763e\u7684\u70e7\u70e4'}",得胜南路三维出租车公司南走5米左右,http://i1.s1.dpfile.com/pc/2e56ab6def634db4e6e5c4751cd6b60b(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/10337864/dish-%E7%81%AB%E8%85%BF', 'name': u'\u706b\u817f'}]",,夜猫子烧烤,http://www.dianping.com/shop/10337864,岳阳楼区,"113.166110000207,29.3582100000037",15200293112,"{'url': u'http://www.dianping.com/mylist/2804225', 'intro': u'\u590f\u5929\u5c31\u662f\u5564\u9152\u53eb\u70e7\u70e4\uff0c\u8fd9\u6837\u5403\uff0c\u624d\u8fc7\u763e', 'title': u'\u5403\u8d27\u8bf7\u8fdb\uff01\u5cb3\u9633\u8d8a\u5403\u8d8a\u8fc7\u763e\u7684\u70e7\u70e4'}",健康路(近长兴小区),http://i1.s2.dpfile.com/pc/ccdbdf565703d3b9873412f1b4be1ecd(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/13861528/dish-%E7%A7%98%E5%88%B6%E9%B1%BC', 'name': u'\u79d8\u5236\u9c7c'}, {'dish': u'http://www.dianping.com/shop/13861528/dish-%E7%82%AD%E7%83%A4%E7%89%9B%E7%AD%8B', 'name': u'\u70ad\u70e4\u725b\u7b4b'}]",javascript:;,定师傅烧烤,http://www.dianping.com/shop/13861528,岳阳楼区,"113.168970000207,29.3566200000037",15200271189,"{'url': u'http://www.dianping.com/mylist/2804225', 'intro': u'\u590f\u5929\u5c31\u662f\u5564\u9152\u53eb\u70e7\u70e4\uff0c\u8fd9\u6837\u5403\uff0c\u624d\u8fc7\u763e', 'title': u'\u5403\u8d27\u8bf7\u8fdb\uff01\u5cb3\u9633\u8d8a\u5403\u8d8a\u8fc7\u763e\u7684\u70e7\u70e4'}",通海南路(八字门小学对面),http://i3.s1.dpfile.com/pc/3e4380b876c789bc92005af347feb694(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/21175487/dish-%E7%89%9B%E7%AD%8B%E7%81%AB%E9%94%85', 'name': u'\u725b\u7b4b\u706b\u9505'}, {'dish': u'http://www.dianping.com/shop/21175487/dish-%E5%87%89%E8%8F%9C', 'name': u'\u51c9\u83dc'}, {'dish': u'http://www.dianping.com/shop/21175487/dish-%E7%89%9B%E7%AD%8B%E7%81%AB%E9%94%85', 'name': u'\u725b\u7b4b\u706b\u9505'}]",javascript:;,香溢烧烤,http://www.dianping.com/shop/21175487,岳阳楼区,"113.14691,29.34162",18692129231,"{'url': u'http://www.dianping.com/mylist/2804225', 'intro': u'\u590f\u5929\u5c31\u662f\u5564\u9152\u53eb\u70e7\u70e4\uff0c\u8fd9\u6837\u5403\uff0c\u624d\u8fc7\u763e', 'title': u'\u5403\u8d27\u8bf7\u8fdb\uff01\u5cb3\u9633\u8d8a\u5403\u8d8a\u8fc7\u763e\u7684\u70e7\u70e4'}",学院路252号香溢烧烤(希望门往南院方向500米),http://i1.s1.dpfile.com/pc/d62b2120832c3ca494310328b7e64c02(335c221)/thumb.jpg
"[{'dish': u'http://www.dianping.com/shop/9765252/dish-%E6%89%8B%E6%8A%93%E9%BE%99%E8%99%BE', 'name': u'\u624b\u6293\u9f99\u867e'}, {'dish': u'http://www.dianping.com/shop/9765252/dish-%E7%BE%8A%E8%9D%8E%E5%AD%90%E7%81%AB%E9%94%85', 'name': u'\u7f8a\u874e\u5b50\u706b\u9505'}]",javascript:;,忆口香龙虾,http://www.dianping.com/shop/9765252,岳阳楼区,"113.11763,29.370953",0730-8221777,"{'url': u'http://www.dianping.com/mylist/2804225', 'intro': u'\u590f\u5929\u5c31\u662f\u5564\u9152\u53eb\u70e7\u70e4\uff0c\u8fd9\u6837\u5403\uff0c\u624d\u8fc7\u763e', 'title': u'\u5403\u8d27\u8bf7\u8fdb\uff01\u5cb3\u9633\u8d8a\u5403\u8d8a\u8fc7\u763e\u7684\u70e7\u70e4'}",土桥街84号(土桥美食街忆口香),http://i3.s1.dpfile.com/pc/ec9aaed2cce37adc20b07c1310f744ae(335c221)/thumb.jpg
,javascript:;,多德艺音乐餐厅,http://www.dianping.com/shop/8884396,岳阳楼区,"113.09844299963,29.3695502000051",0730-3203777,"{'url': u'http://www.dianping.com/mylist/2802607', 'intro': u'\u7ed9\u5927\u5bb6\u63a8\u8350\u8fd9\u4e9b\u7a00\u5947\u53e4\u602a\u7684\u5947\u8469\u9910\u5385\uff0c\u597d\u5403\u53c8\u597d\u73a9\uff0c\u7edd\u5bf9\u9002\u5408\u730e\u5947\u7684\u5403\u8d27\u54df\uff01', 'title': u'\u53eb\u9192\u4f60\u7684\u773c\uff01\u53bb\u5cb3\u9633\u5947\u8469\u7684\u4e3b\u9898\u9910\u5385\u7ea6\u4e2a\u4f1a'}",建设路(近劳动路口),http://i2.s1.dpfile.com/pc/8a232548cfb3c7e692b0a178f20d632a(335c221)/thumb.jpg
,javascript:;,湖湘小镇音乐餐厅咖啡酒馆,http://www.dianping.com/shop/22696278,岳阳楼区,"113.0946,29.37439",0730-8649418,"{'url': u'http://www.dianping.com/mylist/2802607', 'intro': u'\u7ed9\u5927\u5bb6\u63a8\u8350\u8fd9\u4e9b\u7a00\u5947\u53e4\u602a\u7684\u5947\u8469\u9910\u5385\uff0c\u597d\u5403\u53c8\u597d\u73a9\uff0c\u7edd\u5bf9\u9002\u5408\u730e\u5947\u7684\u5403\u8d27\u54df\uff01', 'title': u'\u53eb\u9192\u4f60\u7684\u773c\uff01\u53bb\u5cb3\u9633\u5947\u8469\u7684\u4e3b\u9898\u9910\u5385\u7ea6\u4e2a\u4f1a'}",汴河街巴陵广场鱼巷子历史文化街1期9号,http://i3.s1.dpfile.com/pc/24c064b3da1040ee2537479135be11ee(335c221)/thumb.jpg
