title,summary,link,pubtime
手机健康助理,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2280,2015.07.31
拼拼go,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2452,2015.08.03
校园帮,本产品专为大学生开发设计，为学生打造一个基于课程提醒、兴趣交流、周末游玩、互帮互助、跳蚤市场、教务信息、业务助手的平台，形成校园生活，学习，爱好的小帮派，同时是解决校园生活、学习问题、移动业务的小帮手。,http://zzkf.bigcloudsys.cn:8088/project/detail/2283,2015.07.31
优优小宝,优优小宝:,http://zzkf.bigcloudsys.cn:8088/project/detail/2108,2015.07.30
优优小宝,“优优小宝”是一款面向小学生群体，方便教师、家长在学生教育及学生在校情况进行全方位沟通的家校互动产品。通过移动端的即时通信、消息通知等模块，有效实现家校沟通的各项需求，加强学校、老师和家长之间的连接。希望开辟一种全新的家校沟通方式，将教师、家长及学生之间的联系推向一个更广阔的空间。,http://zzkf.bigcloudsys.cn:8088/project/detail/2136,2015.07.30
国际出访漫游导读产品,随着客户国际出访漫游行为的增多，客户在国外不能正常登陆网络、主被叫、来电显示、短信、上网类的投诉也在增多，客户向我公司反映后，投诉处理耗时较长，客户感知不好。,http://zzkf.bigcloudsys.cn:8088/project/detail/2189,2015.07.31
滴滴校园,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2447,2015.08.03
手机e服务,微信公众号--“手机e服务”是一个致力于解决用户手机售后问题的综合性平台，可以为用户提供手机预约寄送修服务，同时也是手机附配件超市。,http://zzkf.bigcloudsys.cn:8088/project/detail/2269,2015.07.31
基于位置信息的智汇终端大数据分析产品,通过现有或部署新的室内外智能终端接入点（,http://zzkf.bigcloudsys.cn:8088/project/detail/2316,2015.07.31
一公里,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2576,2015.08.06
记朵小红花,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2336,2015.07.31
默默享,依托移动通信平台，解决生活中难题，寻找新的商机,http://zzkf.bigcloudsys.cn:8088/project/detail/2351,2015.07.31
云调试大师,云调试大师: ,http://zzkf.bigcloudsys.cn:8088/project/detail/2107,2015.07.30
校园购GO GO,<!--StartFragment-->,http://zzkf.bigcloudsys.cn:8088/project/detail/2134,2015.07.30
移动快修,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2057,2015.07.28
基于RobotFramework的服务端库,"该产品其实是一个可以被Robotframework引用的，模拟服务端Library。使用RobotFramework做接口自动化时，经常回涉及到被测系统向第三方系统发送请求，这要就需要一个模拟器模拟第三方系统。
目前的工作方式是针对每种协议都需要开发一个模拟器，模拟器的开发对人员技能有一定的要求，并且增加了测试准备的工作量。
本服务器端库能通过配置文件的方式，实现模拟器的功能，无需进行代码开发。",http://zzkf.bigcloudsys.cn:8088/project/detail/2101,2015.07.30
物流通,本产品为系统产品，硬件方面使用中移物联网有限公司出品的“路尚”，提取车辆的位置和车辆状态等信息，平台端基于“和地图”平台或者各省集客的位置通平台，提供基于位置信息的综合服务，用户端为手机APP，为客户提供物流配送服务。吸引散户物流车队进驻，通过更加高效和精准的配货，实现物流运输的效率最大化，最大限度的利用中小型车队和个人散户。同时，为中小物流企业提供车辆位置信息跟踪，为用户提供货品信息跟踪，并为司机提供车辆状态信息诊断和路况信息推送。,http://zzkf.bigcloudsys.cn:8088/project/detail/2137,2015.07.30
找人,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2435,2015.08.03
微社区您的私人生活管家产品方案,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2224,2015.07.31
人脉,"根据”六度人脉”理论,任何一个人，只要通过六次关系的跳转，可以认识世界上所有的人；对普通人来说，微信、陌陌、世纪佳缘等交友工具，只是更多的让我们开发了二度人脉，而可靠的二度人脉仅在100-300人左右，但是三度人脉将是以“万”为单位的，这个庞大的群体资源，与你个人之间，可以发掘旅游、交友、教育、互帮互助等很多的应用场景，这也就是为什么，我们生活中很多难题，托人介绍下，就能很快解决；而移动运营商内的数据，可以完整的刻画出“三度人脉”图，并且通过通信行为+算法，可以计算出人脉间的联系紧密程度；",http://zzkf.bigcloudsys.cn:8088/project/detail/2362,2015.07.31
在手机地图上显示CQT测试点的APP开发,本方案是一个依托手机地图的二次开发,http://zzkf.bigcloudsys.cn:8088/project/detail/2379,2015.08.01
e家圈,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2237,2015.07.31
果旅,针对自助游、深度游旅游客户诉求提供定制化旅游产品。让驴友“说走就走”的旅行更轻松、更贴心、更私密。,http://zzkf.bigcloudsys.cn:8088/project/detail/2404,2015.08.03
妈妈去哪儿, 妈妈去哪儿是一个为年轻妈妈设计的生活实用型,http://zzkf.bigcloudsys.cn:8088/project/detail/2408,2015.08.03
基于客户端的端到端业务感知质量监测分析产品,通过端到端的业务自动化测试和IP网络包、无线信令包采集，后台结合数据包进行深度分析，实现业务网络调度质量分析和用户体验提升目标。产品能完成掌握真实的业务用户体验数据，包括应用的启动性能、访问等待时长、应用访问成功率、终端性能消耗情况、网络资源调度情况等信息。同时发现影响用户体验的关键问题节点，以进行针对性问题分析解决和优化。最终建立测试发现问题、问题解决、问题复测流程，促进问题闭环解决。,http://zzkf.bigcloudsys.cn:8088/project/detail/2119,2015.07.30
智慧课堂,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2393,2015.08.03
司家车,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2153,2015.07.31
和你,  该款APP手机应用旨在互联网中建立一个寻人、找人的公众平台，从而实现不同人对于寻人找人的差异需求。 ,http://zzkf.bigcloudsys.cn:8088/project/detail/2377,2015.08.01
和食客（农产品溯源）,和食客（农产品溯源）是围绕打造各地名优特农业品牌，加快农业产业发展和农民增收，利用移动优势，联合权威农业部门、科研机构、农业院校、农产品检测机构、监管机构，重点针对各地名特色农产品属性，将农产品品种、产地、种植、生产、加工、包装、仓储、物流配送、销售以及技术检测、监管等过程和环节联系起来，消费者通过手机及时、便捷地对自己所购产品的各类信息一目了然。实现农产品“从农田到餐桌”的信息追溯。,http://zzkf.bigcloudsys.cn:8088/project/detail/2400,2015.08.03
录高,“录高”主要是面向我国高考学生提供的集国内主要高校特色专业介绍，各高校近三年录取分数线电子查询；并根据学生高出一类、二类、三类本科分数线的相对分数，通过系统历史数据经验，按地域给出可能录取该考生的学校建议，以及专家咨询等服务的手机客户端应用，为高考考生志愿填报决策提供相关数据支撑服务。,http://zzkf.bigcloudsys.cn:8088/project/detail/2401,2015.08.03
“云之信”金融大数据征信服务创新产品,“云之信”,http://zzkf.bigcloudsys.cn:8088/project/detail/2491,2015.08.04
和乡情,“和乡情”是一款安装在智能手机上的，属于学生群体的垂直社交APP。它主要是集团短码通（政企彩云 ）理念的一个延续，是将短码通这一成功产品在校园应用的拓展，它可以帮助同乡的在校大学生拓展人脉、增进同乡之谊的社交工具。,http://zzkf.bigcloudsys.cn:8088/project/detail/2190,2015.07.31
《SMARTDOG》产品, 随着社会老龄化程度的加深，空巢老人越来越多，已经成为一个不容忽视的社会问题。 当子女由于工作、学习、结婚等原因而离家后，独守“空巢”的中老年夫妇因此而产生的心理失调症状，称为家庭“空巢”综合征。随着我国经济的发展，老龄化问题日益突出，其中“空巢老人”现象尤其引人关注。2012年10月29日，首届全国智能化养老战略研讨会介绍，空巢老人比例很大，到2050年，我国临终无子女的老年人将达到7900万左右，独居和空巢老年人将占54%以上，空巢老人的养老问题，也再次引发关注。,http://zzkf.bigcloudsys.cn:8088/project/detail/2196,2015.07.31
流量矿工APP及插件,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2453,2015.08.03
电子红包,通过打造电子红包交易自助平台，对外开放企业平台功能，企业用户可以自行通过网站完成企业注册、审核、购买流量、语音、短信、和包电子券和红包赠送等全过程。个人用户通过直接通过电子红包交易平台，完成红包购买、积分兑换、红包赠送、抢红包等功能，并实现社交化自传播。,http://zzkf.bigcloudsys.cn:8088/project/detail/2205,2015.07.31
芯动全新的物联网生态系统,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2472,2015.08.04
打车类软件使用客户出行OD研究模型,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2166,2015.07.31
推主  ---- 靠谱的推荐,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2187,2015.07.31
爱家绿化,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2203,2015.07.31
O2O+模式探究及实现,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2213,2015.07.31
高效数据整理与匹配工具,数据处理与分析是保有工作的基础，面对越来越多的数据处理需求，以及越来越精细的数据分析要求，数据分析人员经常被困于数据处理时间长、效率低、表格卡死等问题。因此，如何提升数据处理工作效率，快速准确的处理各种数据，既是保有工作，同时也是全体数据分析人员所面临的重要课题。,http://zzkf.bigcloudsys.cn:8088/project/detail/2253,2015.07.31
掌上航贸,随着”一带一路”战略的实施，港口作为战略的前沿，必将担负起更高的历史使命。以往因港口业务的封闭性，与外界的信息化建设交互不多，而“互联网+”战略的提出，移动4G网络的覆盖完善将为传统的港口业务带来新的革命，推动港口信息化驶向新的快车道。,http://zzkf.bigcloudsys.cn:8088/project/detail/2546,2015.08.05
短信柜,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2154,2015.07.31
糖尿病居家血糖管理产品, 糖尿病居家血糖管理产品,http://zzkf.bigcloudsys.cn:8088/project/detail/2412,2015.08.03
三新融合通信应用,融合通信“三新”区域化云服务产品是融合通信“三新”服务的升级创新，它不仅仅是底层的通讯需求，它结合了市场不同领域、不同行业，从管理、服务、应用方式升级创新，实现“三新”服务从“新通话”、“新消息”、“新联系”向“新通讯”、“新交际”、“新交易”升级延伸。通过整合通信服务能力、平台服务能力和大数据挖掘能力为各行各业提供高起点的产品架构和综合行业解决方案。,http://zzkf.bigcloudsys.cn:8088/project/detail/2182,2015.07.31
加油锁屏,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2438,2015.08.03
室分全生命周期管理系统,通过九大流程精准定位，逐一把控室分建设的全生命周期中的每个细节，解决目前粗旷型管理中存在的环节空当，形成需求-建议双模管理定位的机制。解决现有工作环节中的疑点和难点，有效提高室内信号分布信号质量，提升网络性能，从而增强用户感知度。,http://zzkf.bigcloudsys.cn:8088/project/detail/2244,2015.07.31
集客“流量透视镜”产品 ,本产品定位于集客业务的流量增值服务，依托现网流控系统针对集客业务的流量统计结果，呈现于,http://zzkf.bigcloudsys.cn:8088/project/detail/2273,2015.07.31
豪友,“豪友”专注一键开启移动设备热点，轻松实现多设备间流量共享，并且为互联设备提供近局域网社交功能，包括各设备间图片、语音、,http://zzkf.bigcloudsys.cn:8088/project/detail/2550,2015.08.06
正能量胶囊,"1、用户可以将日常生活中对自己有启发有感悟的资料,分类保存到软件中",http://zzkf.bigcloudsys.cn:8088/project/detail/2218,2015.07.31
测脉搏,手机精准测试脉搏（心率），为用户提供简单的健康服务和咨询。,http://zzkf.bigcloudsys.cn:8088/project/detail/2496,2015.08.04
旅游大数据平台,,http://zzkf.bigcloudsys.cn:8088/project/detail/2293,2015.07.31
实时流量营销机器人,,http://zzkf.bigcloudsys.cn:8088/project/detail/2300,2015.07.31
微车行,微车行为用户提供基于微信公众号的车型服务，订阅用户可通过公众号实现图文违章查询、违章信息定期推送、实时路况视频观看、出行分析及建议、优惠洗车保养等便捷服务。,http://zzkf.bigcloudsys.cn:8088/project/detail/2186,2015.07.31
人人推,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2449,2015.08.03
随心播,《随心播》是一款在智能手机终端或PAD使用的、通过3G/4G/wifi网络进行传输，用户只需一键即可通过智能终端摄机头进行数据采集，发起现场视频直播的一款新型手机随录随拍产品。用户可将直播分享给好友，以网页链接、视频直播流地址等方式，通过到QQ、微信、短信等渠道分享给他人发起现场观看。本产品可泛应用于婚庆现场、精彩赛事、演唱会、朋友聚会、自然灾害等现场直播，还可以进行将直播的视频进行网络录像存储及精彩回放。,http://zzkf.bigcloudsys.cn:8088/project/detail/2207,2015.07.31
我的店,人情交互的平台。移动提供员工内部价的商品，员工依托朋友圈进行业务推广，或帮朋友解决产品需求，获得计件薪酬。依托该平台，员工可上架销售自有商品，拓展多样性。朋友互惠，有商机也可通过该平台收集，企业获利员工受惠。目前面向客户的营销渠道线上和线下区分较严重。对客户而言，线下渠道有较好的接触感知，但受限于覆盖区域；线上渠道有较强的灵活性，但限于当前网上诈骗负面信息的影响，大部分客户的接受度较差。我的店APP的开发，一方面保证了线上线下的优势互补，实现了营销渠道的延伸和业务办理便捷化；另一方面通过全员营销计件薪酬的落地提升了员工和社会渠道的积极性，提升了以他们为中心的社交圈业务黏性。,http://zzkf.bigcloudsys.cn:8088/project/detail/2208,2015.07.31
北斗天信,北斗天信：,http://zzkf.bigcloudsys.cn:8088/project/detail/2485,2015.08.04
基于二维码识别的智能资管系统,基于二维码识别的智能资管系统，服务中国移动众多的私有云项目，便于运营维护人员及时掌握私有云的运维状况，及时作出运维决策，从而实现运维过程中人力的节省，降低运维成本。,http://zzkf.bigcloudsys.cn:8088/project/detail/2549,2015.08.06
积分众筹,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2325,2015.07.31
蓝采盒,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2105,2015.07.30
智能环境监测网络,本产品基于,http://zzkf.bigcloudsys.cn:8088/project/detail/2131,2015.07.30
和运动,和运动366是由中国移动自助开发的一款集成多项运动主题、个人健康管理、运动交流、赛事主编、自我展示教程并可真正实现在线邀约比赛的运动软件。,http://zzkf.bigcloudsys.cn:8088/project/detail/2151,2015.07.31
中国移动4G和滑, 中国移动4G和滑是一款解锁手机屏幕就能赚积分、并通过中国移动手机商城兑换话费，流量，及各种商品的,http://zzkf.bigcloudsys.cn:8088/project/detail/2422,2015.08.03
游迹,游迹即游客实时轨迹专家，利用运营商基站数据，实现用户轨迹跟踪、热门景点热力图展示功能，为游客制定、修改出行路线，生成旅行轨迹、寻找导游等提供,http://zzkf.bigcloudsys.cn:8088/project/detail/2310,2015.07.31
找车位,产品名称：“找车位”,http://zzkf.bigcloudsys.cn:8088/project/detail/2357,2015.07.31
企业名片产品,利用彩印业务USSD能力，实现主叫触发的彩印下发，下发内容为企业统一设置的内容。,http://zzkf.bigcloudsys.cn:8088/project/detail/2421,2015.08.03
和营销,“和营销”是一款基于安卓智能手机技术，融合中国移动能力开放平台，帮助政企用户进行市场营销推广的移动互联网工具。,http://zzkf.bigcloudsys.cn:8088/project/detail/2180,2015.07.31
嗨！走起来,一款可以设置虚拟跑步,http://zzkf.bigcloudsys.cn:8088/project/detail/2242,2015.07.31
微信商城微信平台,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2281,2015.07.31
理科男居家手册-女汉子生活指南,生活中会遇到物品损坏，下水道堵塞，电器保养等多项问题。这款,http://zzkf.bigcloudsys.cn:8088/project/detail/2210,2015.07.31
党建汇-党建信息资源应用平台,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2216,2015.07.31
敏捷化统一门户产品方案,一、方案特色：,http://zzkf.bigcloudsys.cn:8088/project/detail/2515,2015.08.05
听吗,"用声音传递验证信息，即通过12590语音平台呼叫用户手机电话，接听成功后自动播报验证信息，可以解决由于短信屏蔽、延时等不稳定情况下造成用户无法及时获取的验证码问题。用途广泛,可以用在用户注册、身份验证、重要资料修改或找回、网上支付、账户认证及相关通知等场景。特点包括：及时响应、效率高；与短信验证码互为辅助；规避运营商短信治理的影响；支持并发功能；避免手机软件拦截； WEB、Android、IOS、Windows等全平台支持。",http://zzkf.bigcloudsys.cn:8088/project/detail/2537,2015.08.05
蝠导员,众所周知，蝙蝠采用超声波信号进行探测与定位。本产品从中得到灵感，利用蓝牙技术对停车场内的用户进行定位，从而引导和帮助用户找到目标车辆。,http://zzkf.bigcloudsys.cn:8088/project/detail/2543,2015.08.05
成才,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2547,2015.08.05
魔镜车辆防盗与远程视频共享工具,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2567,2015.08.06
企业助手app,面向中小企业以及团队实现的移动终端,http://zzkf.bigcloudsys.cn:8088/project/detail/2072,2015.07.29
全员营销管理平台,移动全员营销管理平台系统是基于移动互联网及移动智能终端的用户、移动互联网线上推广渠道，为解决传统营销手段不能满足现在的用户变化、互动及传播力度差等问题提供有效手段，让移动内部员工参与其中，最大化内部营销力量的一种模式。,http://zzkf.bigcloudsys.cn:8088/project/detail/2347,2015.07.31
安连,安连: ,http://zzkf.bigcloudsys.cn:8088/project/detail/2104,2015.07.30
淘旧,"该产品是一个校园服务APP，总体规划包括校园的科目考试成绩查询、课表查询、二手物品交易、食堂订餐、顺风车上下课（自行车）、家教兼职、社区吐槽等，本期主要侧重于二手交易。
1、用户下载APP并注册后，可以查看校园内学习生活需要使用到的新旧物品，以实惠的价格买到合用的物品；
2、用户不常用的物品，可以将其信息发布到APP上，供其他需要的同学购买；
3、后期可以增加其他校园服务：如考试成绩查询，课表查询，家教兼职等；
4、产品发展到一定程度可以与社会二手市场进行合作，到平台进行物品出售。",http://zzkf.bigcloudsys.cn:8088/project/detail/2115,2015.07.30
中国移动出行管家,中国移动出行管家是一款面向大众用户的智能手机APP产品，产品基于移动大数据位置信息运营平台，主要提供城市重要区域场所人流量饱和度实时监控和安全预警功能。产品用于解决目前日益严峻的城市公共区域场所拥挤排队问题和安全问题，首先针对城市里车站、机场、医院、体育馆、公园、商业中心等城市重要区域场所人流量提供实时监控，方便用户了解这些重要区域场所的地当前人流量现状，再选择合适的目的地、出行时间和出行方式。其次产品对城市重要区域场所人流量超出常规的情况下进行分级预警，通过消息推送或者短信等方式提醒群众，预防人群过度密集而带来的踩踏等安全事件的发生。,http://zzkf.bigcloudsys.cn:8088/project/detail/2121,2015.07.30
O2O多屏互动营销服务平台,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2128,2015.07.30
天天赚流量,“天天赚流量”是移动联合社会各界，向安装“天天赚流量”,http://zzkf.bigcloudsys.cn:8088/project/detail/2138,2015.07.30
和旅行,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2402,2015.08.03
流量盈,流量盈产品致力实现于互联网访问中无效流量的价值最大化，让无效的流量提升用户感知、带来流量和内容收入，将用户输入网址错误或本身访问的页面不存在访问导流到推广页面，利用大数据进行用户偏好分析，提供用户访问提示和用户偏好产品推荐等增值服务。,http://zzkf.bigcloudsys.cn:8088/project/detail/2246,2015.07.31
满意宝,满意宝，保满意。针对用户投诉的问题，形成投诉工单，在工单流转过程中，实时显示工单流转的情况，并显示每个环节处理人员的处理方式或处理意见，并给出预期解决的时限。,http://zzkf.bigcloudsys.cn:8088/project/detail/2249,2015.07.31
一点通,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2538,2015.08.05
人口密度预警,该产品面向政府客户，使用CMNET互联网。通过基站信令采集，加上位置信息，计算出指定区域内的人口密度。,http://zzkf.bigcloudsys.cn:8088/project/detail/2307,2015.07.31
我生活足迹,随着互联网的深度发展，社交平台愈发重要，而在社交平台上分享自己的生活轨迹成为了广大用户日常生活中的一种时尚，比如在微信朋友圈分享自己日常生活的点滴。在此背景下，基于我们中国移动的平台推出了此项共享生活足迹产品，产品的内容如下：,http://zzkf.bigcloudsys.cn:8088/project/detail/2337,2015.07.31
“V品荟”产品基于大数据征信中心的VIP消费平台,基于中国移动大数据网络，搭建起用户互联网征信中心，通过底层计费、信用评估等圈定高价值目标客户群（,http://zzkf.bigcloudsys.cn:8088/project/detail/2363,2015.07.31
看病么,  在线的问诊、拿药平台。还囊括了自查、自检、沟通、咨询等综合健康服务，实现“医、药、病”三方共赢。,http://zzkf.bigcloudsys.cn:8088/project/detail/2382,2015.08.01
物联网智能电源开关,本产品名为物联网智能照明开关，该产品主要运用人体红外识别技术或者视频识别技术检测教学、办公等公共场所的使用情况，若有人使用，自动开启照明设备、空调等电器设备电源开关，若无人使用，自动断开电源，达到根据场地使用情况智能控制开关电源的目的，并且可以将场地使用情况、使用时间、电器使用情况等数据上传至云平台，进行数据分析和统计。,http://zzkf.bigcloudsys.cn:8088/project/detail/2130,2015.07.30
跬步,定位户外运动这一垂直领域，为“驴友”这一日渐庞大且拥有良好消费能力的用户，定制开发“跬步”这一出行必备神器！解决户外探险地图没信息找不着路、山上没信号分享不了美丽心情两大难题，真正实现“跬步App拿在手，想往哪走往哪走”！,http://zzkf.bigcloudsys.cn:8088/project/detail/2135,2015.07.30
尿一尿产品,“尿一尿”APP主要目标客户群体为2岁左右宝宝父母。通过“尿一尿”APP，协助父母科学指导宝宝逐步培养健康的自主尿尿习惯，完成宝宝生长过程中的一个重要跨越。,http://zzkf.bigcloudsys.cn:8088/project/detail/2172,2015.07.31
淘周边,淘周边是一款基于位置搜索分享的社交式交易平台型应用。它基于位置应用的“周边论坛”和“公共聊天”社交功能属全国首创，是未来下一个FaceBook！产品以具备日常频繁使用特点的“周边信息交互”社交功能为基础粘性功能，用于发展维系用户；而后期可引入和扩展“周边商品交易”商业功能，不断展示其强大的商业应用和盈利能力。总之，淘周边是一个创新的社交社区、销售通道、掌上微店、创业平台、广告平台、盈利模式。,http://zzkf.bigcloudsys.cn:8088/project/detail/2455,2015.08.03
视频聚合平台“聚合”APP,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2574,2015.08.06
以貌取人,,http://zzkf.bigcloudsys.cn:8088/project/detail/2328,2015.07.31
智能背包,带太阳能无线充电功能的智能背包,http://zzkf.bigcloudsys.cn:8088/project/detail/2122,2015.07.30
校园Bang,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2141,2015.07.31
欢乐抢流量,2015,http://zzkf.bigcloudsys.cn:8088/project/detail/2340,2015.07.31
手机病毒提醒产品,随着移动通信网络的发展，融合,http://zzkf.bigcloudsys.cn:8088/project/detail/2126,2015.07.30
微信排队机,利用微信公众号，开发的一个排队系统。商户用户可以利用用微信预约排号；营业员可以利用微信叫号；可以利用微信打印号单。,http://zzkf.bigcloudsys.cn:8088/project/detail/2167,2015.07.31
Ifan,一、产品主要思路：将客户对象从目前的个人客户、大企业客户向“大行业，微企业”的聚类客户拓展，以互联网思维将目前公司掌握的数据能力变现。餐饮,http://zzkf.bigcloudsys.cn:8088/project/detail/2191,2015.07.31
班车管家,班车管家应用，是基于移动平台,http://zzkf.bigcloudsys.cn:8088/project/detail/2413,2015.08.03
随手教- 让老人家玩转智能手机,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2464,2015.08.04
流量钱包产品,流量钱包是云南移动针对当前客户最关注的“流量不清零”问题，最新推出的一项流量可滚存使用的服务举措。,http://zzkf.bigcloudsys.cn:8088/project/detail/2470,2015.08.04
“和到家”手机APP,本产品是基于安卓和ios系统开发的手机APP软件。,http://zzkf.bigcloudsys.cn:8088/project/detail/2229,2015.07.31
投你妹（运营商创新型客户投诉受理大数据产品方案）,目前，,http://zzkf.bigcloudsys.cn:8088/project/detail/2535,2015.08.05
号绑,用来记录手机号码与银行、互联网产品、网站等绑定信息的中国移动,http://zzkf.bigcloudsys.cn:8088/project/detail/2551,2015.08.06
奔跑吧！流量,"运营商设定当月流量阀值赛段目标，用户可最多邀请5位朋友以自然月为时间单位进行流量竞赛，赢取奖励获取。流量奖励采取后向流量广告模式，由商家买流量，移动方可以替商家做宣传广告。本应用基于开源gs架构的开发,运营商可以承载至微信、其他APP上，本开发可拉动流量DOU提升同时带动微厅、APP或网页活跃率提升。",http://zzkf.bigcloudsys.cn:8088/project/detail/2201,2015.07.31
和问卷，和生活,我们的团队目标是结合中国移动的特有优势，开发一款专业的问卷调查平台产品。专注于为用户提供强大的、人性化的在线设计问卷、采集数据、调查结果分析系列服务，具有快捷、易用、低成本的优势。,http://zzkf.bigcloudsys.cn:8088/project/detail/2457,2015.08.04
小黑盒,在机房运维小组日常的工作中，经常存在这样一个场景：“运维人员拿着温度计湿度计在机房里转一圈，记录下不同位置的温度信息，记在巡检表单上，在回办公室后将这些数据输入到管理支撑系统中去。”这样的工作方式在我们看来是低效的，而且由于人工巡检的限制，在频次、准确度、采集点上都无法与真正的采集设备相媲美。,http://zzkf.bigcloudsys.cn:8088/project/detail/2209,2015.07.31
校园社区,制作一个专业的社交圈,http://zzkf.bigcloudsys.cn:8088/project/detail/2214,2015.07.31
和格,  政府部门办事时，需要填写很多表格，如办理证件、车辆审批等等，通常情况是到现场按照相应的样式填表。对于不熟悉的业务办理，只能通过互联网搜索相应的一些信息和经验，提前准备资料。“和”格，是一款手机APP，用户可选择需办理的事务，而该APP能够提供该事务需要的表格及填写要求。用户填写完表格要求信息后，APP自动填充整个表格保存。,http://zzkf.bigcloudsys.cn:8088/project/detail/2245,2015.07.31
交往圈,交往圈,http://zzkf.bigcloudsys.cn:8088/project/detail/2152,2015.07.31
芥末, 传统的书籍借阅是基于大型图书馆藏书和个人借阅的模式，即,http://zzkf.bigcloudsys.cn:8088/project/detail/2541,2015.08.05
中国移动国际漫游助手,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2220,2015.07.31
接入网客户智能管理系统,目前，中国移动有线接入客户对所使用的业务的运行、使用、故障处理等情况均处于“不了解”的状态，客户对业务的感知度低、定制化程度低、市场黏性低，在激烈的市场竞争环境下，使得中国移动的宽带市场处于不利地位。,http://zzkf.bigcloudsys.cn:8088/project/detail/2507,2015.08.05
移动互联网智能加速精灵APP,移动互联网智能加速精灵APP是一款免费的移动上网加速APP软件，适用于现有IOS和Android的智能移动终端，采用目前最先进和流行的互联网加速技术，由用户终端软件以及加速服务器构成，通过采用TCP协议加速、优化改良HTTP协议与文字、影像压缩技术，大幅改善网页浏览速度和访问速度，调整用户手机设备的响应时间，减少网络硬件设备对网络的响应延迟，自动用最优参数更新操作系统访问网络的相关项。能够在有限的带宽条件下，提升数据传输速率，显著改善用户体验。,http://zzkf.bigcloudsys.cn:8088/project/detail/2260,2015.07.31
充电桩+,充电桩+是一款集充电桩管理、电费支付、充电桩共享于一身的智能管理系统。该产品是基于移动互联网电动车综合服务的移动应用，致力于构建强大的汽车充电智慧网络。此外，该产品还拥有专属电动汽车用户的互动交流平台，支持私人充电桩分享，经营以及预约，达到资源共享的目的。,http://zzkf.bigcloudsys.cn:8088/project/detail/2299,2015.07.31
名片社交APP产品,"纸质的名片容易丢,而加微信不够正规也无法辨认对方身份,将11位号码及姓名输入电话本麻烦且容易出错，本产品“名片社交APP”，正是基于此类问题推出。",http://zzkf.bigcloudsys.cn:8088/project/detail/2257,2015.07.31
“和服务”企业服务窗口系统,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2560,2015.08.06
手机微商城,手机微商城是面向移动互联网渠道开发和部署的管理系统，通过搭建微商城，开拓移动端销售渠道，实现面向不同渠道（微信、支付宝、APP、短链等）提供统一的终端销售支撑管理平台，具备终端销售、客户维系、活动配置、厂商管理、客户中心、报表体系等功能。通过提供一个面向移动互联网的终端销售管理平台，实现厂商快速灵活的产品上线展示、活动配置、产品管理和订单配送等机制，从而提升用户平台体验和促进终端产品销量，发挥移动互联网的渠道价值。,http://zzkf.bigcloudsys.cn:8088/project/detail/2052,2015.07.28
和信用,根据用户的消费能力、欠费记录、好友信用度等属性，建立,http://zzkf.bigcloudsys.cn:8088/project/detail/2309,2015.07.31
停方便,本产品是一款分享各大主要商圈公共停车场信息的手机APP应用，推荐有折扣的停车位、附近的停车场的位置、剩余停车位以及停车价格，省去了用户寻找停车位的时间成本和汽油费用,http://zzkf.bigcloudsys.cn:8088/project/detail/2359,2015.07.31
和方便,在陌生或者拥挤的地方，为用户快速定位身边最近最舒适的厕所。,http://zzkf.bigcloudsys.cn:8088/project/detail/2367,2015.07.31
